time/s,cycle number,ox/red,Ewe/V,I/mA,Capacity/mA.h
1057647.269243307,72.0,0,3.0000703,-90.011406,28.64600568667727
1072052.620406475,73.0,0,3.0000513,-90.009483,28.59395193235908
1086453.135576528,74.0,0,3.0000703,-90.013962,28.51215189959802
1100846.49955692,75.0,0,3.0000131,-90.011406,28.49033506962416
1115237.711540312,76.0,0,3.0000131,-90.010124,28.49499474433392
1129634.725515462,77.0,0,3.0000131,-90.001816,28.47653282640289
1144032.110090021,78.0,0,3.0000513,-90.009483,28.43586937892317
1158422.241874937,79.0,0,2.9999747,-90.010124,28.41113152664612
1172809.069064632,80.0,0,3.0000894,-90.008842,28.38273002618072
1187189.133864067,81.0,0,3.0000894,-90.006287,28.35478053472853
1201570.546861522,82.0,0,3.0000131,-90.012039,28.33245477752347
1215946.699266501,83.0,0,3.0000131,-90.008842,28.31368834895745
1230326.401266444,84.0,0,2.9999175,-90.003731,28.27920937185455
1244698.065877825,85.0,0,2.9999747,-90.010757,28.24692963199444
1259066.234494217,86.0,0,2.9999938,-90.013321,28.20394462268704
1273426.023522645,87.0,0,2.9999747,-90.015877,28.17967800340699
1287790.00894497,88.0,0,3.0000322,-90.009483,28.15868126291699
1302149.382973984,89.0,0,3.0000131,-90.007568,28.09446560047913
1316503.090611018,90.0,0,2.9999557,-90.009483,28.05423320765769
1330846.016263571,91.0,0,3.0000513,-90.008842,27.97590095903868
1345188.519716684,92.0,0,3.0000322,-90.010124,27.93474413794497
1359524.111179661,93.0,0,2.9999557,-90.012039,27.9131998450402
1373859.721042667,94.0,0,2.9999938,-90.021004,27.83993616263109
1388186.764517967,95.0,0,3.0001085,-90.008842,27.80511580263821
1402514.494992185,96.0,0,3.0000322,-90.010124,27.70535835578961
1416824.752691419,97.0,0,3.0000322,-90.013321,27.63182859428237
1431130.829396635,98.0,0,3.0000131,-90.008842,27.56594944746014
1445431.06351025,99.0,0,2.9999938,-90.013962,27.51287486187193
1459727.209229723,100.0,0,3.0001085,-90.017159,27.43621024416477
1474015.311760668,101.0,0,2.9998984,-90.010757,27.38854094374978
1488301.003095121,102.0,0,2.9999938,-90.008842,27.33026824154324
1502579.156040344,103.0,0,2.9999747,-90.021004,27.22461967453851
1516844.951203205,104.0,0,2.9999938,-90.017159,27.15035145914547
1531101.731379051,105.0,0,3.0001276,-90.017159,27.11758740829844
1545364.898945689,106.0,0,3.0000703,-90.011406,27.09419106637152
1559618.416726094,107.0,0,2.9998219,-90.008202,26.98523765989174
1573859.108324874,108.0,0,2.9998794,-90.008202,26.90589032993235
1588097.14012748,109.0,0,3.0000131,-90.016518,26.81804641069624
1602323.361946974,110.0,0,3.0000703,-90.015244,26.73366573994489
1616545.949571647,111.0,0,3.0000131,-90.021004,26.65433490477416
1630758.202611167,112.0,0,3.0000322,-90.015244,26.70347276961219
1644972.238048106,113.0,0,3.0000513,-90.014595,26.61985698872331
1659182.649290245,114.0,0,3.0000513,-90.006287,26.58986795760597
1673387.001741036,115.0,0,2.9999938,-90.009483,26.49455377312933
1687580.34720758,116.0,0,2.9999747,-90.01268,26.44709240508736
1701771.337477498,117.0,0,2.9999366,-90.013962,26.39630257798093
1715964.213344704,118.0,0,3.0000131,-90.009483,26.34943788701036
1730152.903017975,119.0,0,3.0000513,-90.001167,26.38585363959038
1744342.952289183,120.0,0,3.0001085,-90.008202,26.28895173339338
1758520.92157774,121.0,0,3.0000131,-90.009483,26.22893599230449
1772684.616086695,122.0,0,3.0000322,-90.008202,26.11813130292511
1786845.57419955,123.0,0,3.0000513,-90.008842,26.08241227284199
1801003.702116538,124.0,0,3.0000131,-90.012039,26.03263575107238
1815157.680239439,125.0,0,3.0000131,-90.012039,26.04339993036654
1829311.206962924,126.0,0,2.9999747,-90.009483,25.96758711323843
1843452.525503948,127.0,0,3.0001085,-90.013321,25.9157360181304
1857593.050446019,128.0,0,3.0000131,-90.015877,25.86057805789103
1871732.262590002,129.0,0,3.0000322,-90.016518,25.80504042843416
1885867.167340159,130.0,0,2.9999366,-90.022278,25.75458466202421
1899995.889299165,131.0,0,3.0000703,-90.006287,25.76572212825566
1914129.866450552,132.0,0,3.0000513,-90.008842,25.75329570902078
1928263.361402683,133.0,0,2.9999557,-90.013321,25.53854545780008
1942386.375369817,134.0,0,2.9999366,-90.017159,25.44454404913535
1956502.824146368,135.0,0,2.9999747,-90.015877,25.4128219372317
1970620.045121789,136.0,0,3.0000894,-90.017159,25.37706785311216
1984739.073294584,137.0,0,2.9999938,-90.010757,25.39081266661923
1998859.337265659,138.0,0,3.0000894,-90.014595,25.31069801373083
2012965.131057489,139.0,0,3.0000131,-90.008842,25.18596438979259
2027070.616849687,140.0,0,2.9999747,-90.012039,25.05981088929961
2041178.255038825,141.0,0,3.0000894,-90.011406,24.99368640498478
2055275.430442963,142.0,0,3.0000322,-90.015244,24.90202636626223
2069371.912848067,143.0,0,2.9999938,-90.015244,24.89949899865044
2083462.925461017,144.0,0,2.9999366,-90.010757,24.85720844723895
2097552.166526169,145.0,0,3.0000513,-90.007568,24.78476294767762
2111630.535708785,146.0,0,3.0000322,-90.011406,24.6615171536429
2125704.935063988,147.0,0,3.0000894,-90.013962,24.56119152946978
2139775.11978478,148.0,0,2.9999366,-90.015244,24.4875417524071
2153852.741363831,149.0,0,3.0000703,-90.011406,24.52468927060744
2167923.021885775,150.0,0,3.0001085,-90.006287,24.50754312372211
2182185.055092469,151.0,0,2.9999938,-90.005653,24.47695825852371
2196486.910804659,152.0,0,3.0000322,-90.015244,24.30274419822691
2210565.854594164,153.0,0,3.0000513,-90.020355,24.25772663705953
2224841.286703449,154.0,0,3.0000703,-90.017159,24.09050570189753
2238920.981098242,155.0,0,3.0000131,-90.010757,24.1966940664478
2253206.22868184,156.0,0,2.9999938,-90.007568,24.09567732499863
2267497.519311614,157.0,0,3.0000513,-90.013321,23.80574152057099
2281780.287077926,158.0,0,3.0000513,-90.012039,23.66000920040639
2296056.927796781,159.0,0,3.0000322,-90.008842,23.52090872378966
2310334.976126201,160.0,0,2.9999175,-90.015244,23.42334836568875
2324622.539728269,161.0,0,2.9998603,-90.015877,23.38992669940098
2338903.972084429,162.0,0,3.0000894,-90.010124,23.45244225521934
2353196.356924541,163.0,0,3.0000513,-90.010757,23.4085477417005
2367485.871744104,164.0,0,3.0000131,-90.008202,23.23563507640117
2381770.456524909,165.0,0,3.0000322,-90.007568,23.08539288702902
2396048.99685917,166.0,0,2.9999938,-90.013962,22.949677401808
2410325.9745804,167.0,0,2.9999175,-90.005653,22.88450101652871
2424561.914268747,168.0,0,2.9999366,-90.012039,22.85159708742521
2438798.257357469,169.0,0,2.9999366,-90.010757,22.81230059498937
2453074.796075318,170.0,0,3.0001466,-90.010124,22.69094143192631
2467356.503233389,171.0,0,3.0000703,-90.008202,22.53962946819433
2481589.436297074,172.0,0,3.0002041,-90.013321,22.44197230276912
2495816.01931233,173.0,0,2.9999747,-90.015877,22.35429502140936
2510057.702043276,174.0,0,2.9999747,-90.013321,22.38225307781644
2524302.925601766,175.0,0,3.0001085,-90.008202,22.2918676247813
2538528.469810687,176.0,0,2.9999747,-90.008842,22.17558883422086
2552747.701969456,177.0,0,3.0000513,-90.010757,22.06825361101188
2566969.823349126,178.0,0,2.9999747,-90.008202,21.99165223040982
2581201.553203914,179.0,0,2.9999938,-90.010757,21.88619949322045
2595435.006471418,180.0,0,3.0000513,-90.010124,21.83461555599933
2609679.018620275,181.0,0,2.9999366,-90.005005,21.83022311778389
2623923.494373144,182.0,0,3.0000322,-90.008842,21.61318037079115
2638149.985787548,183.0,0,3.0000513,-90.008202,21.45745067080136
2652360.253676856,184.0,0,3.0001085,-90.006287,21.37004845307964
2666529.829254113,185.0,0,3.0000131,-90.011406,21.26809955674871
2680693.723787509,186.0,0,3.0000513,-90.006287,21.22397212689422
2694842.514203981,187.0,0,3.0000131,-90.004364,21.14421377987711
2708973.147481978,188.0,0,2.9999938,-90.008202,21.00195969058608
2723090.529657047,189.0,0,3.0000131,-90.012039,20.94297106402631
2737189.482891459,190.0,0,2.9999938,-90.015877,20.85713385379242
2751293.711165924,191.0,0,2.9999557,-90.012039,20.83910386448879
2765398.800845761,192.0,0,3.0000703,-90.008842,20.75563957457522
2779471.911881819,193.0,0,2.9999938,-90.010124,20.66560989947043
2793535.5048447,194.0,0,3.0001085,-90.010757,20.58703234895792
2807556.821080811,195.0,0,2.9999747,-90.007568,20.43332137650512
2821555.88374649,196.0,0,3.0001276,-90.009483,20.35419283710651
2835540.990706701,197.0,0,3.0000322,-90.015244,20.27038316751227
2849524.192450967,198.0,0,3.0000703,-90.004364,20.29251136763213
2863507.620196022,199.0,0,3.0000513,-90.012039,20.32147829279114
2877478.425644755,200.0,0,3.0000322,-90.00692,20.06888756405169
2891426.234116517,201.0,0,2.9999938,-90.013962,19.91625839691165
2905336.496698628,202.0,0,2.9999557,-90.01268,19.83881648701351
2919220.006475635,203.0,0,3.0002041,-90.01268,19.75661788563029
2933088.582537703,204.0,0,3.0000513,-90.005653,19.75826673900476
2946956.383794755,205.0,0,3.0000131,-90.005653,19.71319073418172
2960815.429785952,206.0,0,3.0000322,-90.007568,19.61453370872328
2974656.721837491,207.0,0,3.0000703,-90.010757,19.47749682958266
2988481.608965136,208.0,0,3.0000703,-90.015244,19.48937393487293
3002320.763201285,209.0,0,2.9999557,-90.016518,19.37549764309691
3016130.270008799,210.0,0,2.9999747,-90.006287,19.3155008859541
3029943.682848483,211.0,0,2.9999175,-90.003731,19.27189749811298
3043736.685331315,212.0,0,2.9999747,-90.006287,19.21756149033187
