time/s,cycle number,ox/red,Ewe/V,I/mA,Capacity/mA.h
927906.972119972,64.0,0,3.000056,-89.971855,26.71812475295723
942237.894903332,65.0,0,3.000056,-89.992264,26.62249366419345
956574.7296794468,66.0,0,2.9999988,-89.987167,26.43492830623289
970893.6980773992,67.0,0,3.0000179,-89.941879,26.46448446016693
985205.5220840648,68.0,0,3.0000751,-89.945709,26.46581604848655
999521.1480860783,69.0,0,3.0000942,-89.944427,26.45897413005236
1013835.849289216,70.0,0,2.9999797,-89.958466,26.46549636601087
1028157.404883973,71.0,0,3.000037,-89.968666,26.43157170260662
1042481.944475116,72.0,0,2.9999607,-89.956551,26.4012004757877
1056796.184389029,73.0,0,3.000037,-89.938049,26.391945771158
1071110.951481935,74.0,0,3.000037,-89.945709,26.40350026634597
1085415.261989795,75.0,0,3.0000179,-89.943794,26.39674246768573
1099713.95950564,76.0,0,2.9999988,-89.961647,26.38838212744818
1114022.215607852,77.0,0,3.0000179,-89.988441,26.30510679787745
1128342.401492938,78.0,0,2.9999988,-89.987801,26.27104516896609
1142664.897574749,79.0,0,2.9999988,-89.951447,26.31108833359018
1156979.554267753,80.0,0,2.9999416,-89.945076,26.31482652109825
1171290.375766197,81.0,0,2.9999797,-89.931038,26.34609442481021
1185604.80145945,82.0,0,3.0000179,-89.953362,26.35588518137999
1199917.158155724,83.0,0,3.0001514,-89.996086,26.22450365409935
1214227.157255333,84.0,0,2.9999988,-89.99099,26.26808025957448
1228551.854533948,85.0,0,2.9999607,-89.950813,26.29715184732441
1242863.48383126,86.0,0,3.0000179,-89.948898,26.33219671761109
1257178.069524352,87.0,0,2.9999225,-89.940605,26.36924529221601
1271486.636026125,88.0,0,3.0001132,-89.973129,26.41738766359457
1285811.744504089,89.0,0,3.0000942,-89.998009,26.26232462253527
1300153.599558171,90.0,0,2.9999988,-89.989082,26.10639434624439
1314473.925043084,91.0,0,3.000037,-89.961647,26.08844853656218
1328786.133139584,92.0,0,2.9999797,-89.958466,26.06862324057304
1343100.111033499,93.0,0,2.9999416,-89.937416,26.0632855391502
1357410.817932148,94.0,0,3.000037,-89.968033,26.07527890710449
1371724.166027036,95.0,0,3.0001132,-89.994179,26.00189618430204
1386040.895917047,96.0,0,3.0000179,-89.990356,25.98325064651109
1400357.924806666,97.0,0,3.000056,-89.974411,25.99093970927005
1414674.333697166,98.0,0,2.9999416,-89.963562,26.0010202181231
1428993.414983831,99.0,0,3.000037,-89.972496,25.99529073663753
1443304.428282037,100.0,0,3.000037,-89.983345,25.99972406273651
1457619.996373707,101.0,0,3.0000942,-89.989716,25.96696880807028
1471936.257464404,102.0,0,2.9999988,-89.992912,25.95307589738295
1486259.250545439,103.0,0,2.9999797,-89.968666,25.98956909033415
1500569.12824521,104.0,0,3.000056,-89.963562,25.95146609606596
1514879.068544932,105.0,0,3.000056,-89.961647,25.95034584337618
1529187.549646787,106.0,0,2.9999416,-89.976952,25.93839834752952
1543506.095334187,107.0,0,3.000056,-89.995453,25.92518907863195
1557827.92461697,108.0,0,2.9999225,-89.992264,25.9155487409664
1572161.288083233,109.0,0,3.0000179,-89.984612,25.93560668094085
1586491.314154208,110.0,0,3.000056,-89.982697,25.92199754045996
1600820.445226476,111.0,0,3.000037,-89.982063,25.89044451258552
1615147.257702093,112.0,0,3.0000179,-89.980148,25.88609772773236
1629470.842782278,113.0,0,2.9999988,-90.006935,25.87748296576607
1643807.320844065,114.0,0,3.0000751,-89.996735,25.88837142426047
1658144.806104433,115.0,0,3.000056,-89.973778,25.9098633071768
1672477.435371697,116.0,0,3.0000179,-89.965477,25.9166768389528
1686806.338444304,117.0,0,3.0000751,-89.964211,25.88338773748863
1701133.903518874,118.0,0,3.000056,-89.95208,25.88193522268466
1715458.24279801,119.0,0,3.0000942,-89.988441,25.85596402394614
1729792.87886242,120.0,0,3.000037,-89.994179,25.79543161778723
1744129.609523792,121.0,0,3.0001132,-89.962929,25.80607207933849
1758458.233996823,122.0,0,2.9999797,-89.966118,25.78009274079559
1772783.980873957,123.0,0,3.000037,-89.965477,25.75764144100105
1787117.434140041,124.0,0,2.9999988,-89.966118,25.76142635478969
1801449.264808513,125.0,0,3.000056,-89.995453,25.73736089129387
1815785.781670183,126.0,0,2.9999988,-89.99865,25.68430747542784
1830125.858326796,127.0,0,3.0000751,-89.972496,25.69928806082027
1844452.041203283,128.0,0,3.000056,-89.971214,25.65541858441333
1858771.761688977,129.0,0,2.9999797,-89.967384,25.66741517137827
1873095.052369542,130.0,0,2.9999225,-89.964844,25.71058462690946
1887421.855845146,131.0,0,3.000037,-89.990356,25.66770876770018
1901761.890901856,132.0,0,3.0001132,-89.996086,25.62362401151443
1916094.770768799,133.0,0,3.0000751,-89.964211,25.58318010370297
1930411.01505952,134.0,0,3.000037,-89.953995,25.56345279695173
1944726.0937519,135.0,0,2.9999607,-89.951447,25.59598002553386
1959038.637247946,136.0,0,3.0000179,-89.967384,25.57831754472474
1973359.299932301,137.0,0,3.0000751,-89.993546,25.57806166887704
1987682.678412799,138.0,0,2.9999797,-89.99482,25.51196181335494
2002003.974496283,139.0,0,3.000037,-89.967384,25.48442196549907
2016318.675789207,140.0,0,2.9999032,-89.958466,25.50365238174988
2030628.492089063,141.0,0,3.0001132,-89.949532,25.52118514984852
2044946.904776637,142.0,0,3.000037,-89.957817,25.50447544855881
2059268.445659742,143.0,0,3.000056,-89.983978,25.50205566271759
2073596.015134282,144.0,0,2.9999988,-89.987801,25.46225740575744
2087928.322201952,145.0,0,3.0000942,-89.964211,25.45987994245742
2102250.835781716,146.0,0,2.9999797,-89.961647,25.41923632152895
2116571.56842982,147.0,0,3.000056,-89.955276,25.40959610402552
2130891.070667602,148.0,0,3.0000179,-89.962929,25.40132205078209
2145212.91552563,149.0,0,3.0001323,-89.975685,25.38832700442249
2159538.735212777,150.0,0,3.0000751,-89.984612,25.34389851157254
2173868.214528009,151.0,0,2.9999797,-89.956551,25.32310268812732
2188189.465379819,152.0,0,2.9999988,-89.953995,25.34165634777451
2202519.630899981,153.0,0,3.000056,-89.938683,25.33253555705939
2216847.350402005,154.0,0,3.000056,-89.935509,25.33724920514425
2231175.457106773,155.0,0,3.0000751,-89.974411,25.3658116909782
2245521.538748894,156.0,0,2.9999225,-89.978874,25.32220887208051
2259861.418345466,157.0,0,3.000056,-89.953362,25.26481313687301
2274188.395841405,158.0,0,2.9999416,-89.943794,25.25717225807401
2288516.802147381,159.0,0,3.000056,-89.946342,25.26213675962322
2302850.553695422,160.0,0,3.000037,-89.943153,25.27105289848073
2317178.971203368,161.0,0,3.0000179,-89.973129,25.29344302369225
2331521.843619667,162.0,0,3.0000179,-89.987167,25.22455839316224
2345869.253872415,163.0,0,3.0000751,-89.962929,25.19563900865259
2360209.28546942,164.0,0,3.000056,-89.950172,25.20426191954335
2374548.713661555,165.0,0,3.0000942,-89.939331,25.1994440167516
2388878.428179368,166.0,0,3.0001705,-89.95208,25.18177614824973
2403210.779717259,167.0,0,3.0001132,-89.973129,25.20203878819955
2417565.005224062,168.0,0,2.9999988,-89.989082,25.1985586530338
2431908.233046472,169.0,0,3.0000179,-89.970581,25.2773532808338
2446260.395336092,170.0,0,2.9999225,-89.950813,25.29547245588136
2460604.830166109,171.0,0,3.0001514,-89.949532,25.24570657417722
2474951.89861691,172.0,0,3.0000179,-89.950172,25.25712094361833
2489289.725397252,173.0,0,3.0000751,-89.984612,25.23446910929106
2503642.575290181,174.0,0,3.000037,-89.993546,25.1673782683347
2518008.396884769,175.0,0,3.000037,-89.971214,24.96707443262438
2532354.343326204,176.0,0,3.0000179,-89.95974,25.0117443921034
2546704.44639976,177.0,0,2.9999988,-89.943153,24.86202185581545
2561055.134077683,178.0,0,2.9999416,-89.941879,24.86301547476534
2575399.500707221,179.0,0,3.0000179,-89.9776,24.88396288210676
2589758.215046756,180.0,0,3.0000751,-89.997368,24.88258439862111
