time/s,cycle number,ox/red,Ewe/V,I/mA,Capacity/mA.h
1675397.991982266,113.0,0,2.9999938,-90.002693,28.64556250707036
1689789.52656525,114.0,0,3.0000129,-90.007797,28.62263720963373
1704188.845137078,115.0,0,3.0000129,-90.002693,28.66045347001435
1718575.489927106,116.0,0,3.0000129,-90.005241,28.74053458039261
1732960.844318923,117.0,0,2.9999554,-90.007156,28.65482312340207
1747337.310323514,118.0,0,2.9999747,-90.003975,28.61655620703928
1761718.065921944,119.0,0,2.9999554,-90.001419,28.57191405641768
1776093.589127842,120.0,0,2.9999554,-90.005882,28.55212883711582
1790472.921128336,121.0,0,3.0000129,-90.000145,28.61814397943797
1804849.352932945,122.0,0,2.9999747,-90.001419,28.62661603589206
1819226.466736592,123.0,0,3.0000129,-90.003326,28.58611999804437
1833611.095729493,124.0,0,2.9999554,-89.995674,28.50506234624735
1847987.427134242,125.0,0,3.0000701,-90.008438,28.50339679880522
1862355.93855023,126.0,0,3.000051,-90.011627,28.48674044747546
1876729.02315972,127.0,0,3.0000701,-90.007156,28.51953582528899
1891100.501571404,128.0,0,3.0000319,-90.003975,28.58240261441382
1905489.752757643,129.0,0,3.0000319,-90.000778,28.58159285867018
1919874.902949728,130.0,0,3.0001273,-89.996956,28.51329929146615
1934245.144563183,131.0,0,3.0000892,-90.001419,28.50286171673626
1948622.478366509,132.0,0,3.0000319,-90.003975,28.50801343445927
1962991.223582059,133.0,0,3.0000319,-90.006516,28.48180012459017
1977368.677985165,134.0,0,3.0000129,-90.009071,28.48440397876357
1991740.898395833,135.0,0,2.9999173,-90.000145,28.47225630726921
2006113.764405482,136.0,0,3.0000129,-90.002052,28.42863812746555
2020475.641430959,137.0,0,2.9999938,-90.002693,28.41686349241258
2034838.783454578,138.0,0,3.0000701,-90.005241,28.40304809964075
2049195.358287551,139.0,0,3.0000892,-90.009071,28.37068817525225
2063556.196914453,140.0,0,3.0001273,-90.007797,28.41210591801327
2077905.480757922,141.0,0,3.0000892,-90.002052,28.36727823264656
2092254.716201473,142.0,0,3.0000319,-90.003326,28.34879905269243
2106608.704006661,143.0,0,3.000051,-90.000778,28.32843664706041
2120955.596256368,144.0,0,2.9999173,-89.996315,28.32330778417251
2135304.768323597,145.0,0,2.9999747,-90.006516,28.31350753205959
2149653.170384064,146.0,0,2.9998982,-90.002693,28.33865507391063
2164000.411637485,147.0,0,3.0000129,-90.003326,28.30912800657825
2178347.931291014,148.0,0,2.9999938,-90.003326,28.25136556242537
2192691.561514225,149.0,0,3.0000892,-90.003326,28.23495024006057
2207026.061068259,150.0,0,3.0000892,-90.002052,28.24336399959396
2221367.494877066,151.0,0,2.9999938,-90.002693,28.23469319485475
2235707.021468163,152.0,0,3.0000701,-90.009712,28.22612643853801
2250045.806255542,153.0,0,3.0000319,-90.004608,28.19257871661167
2264384.147639334,154.0,0,2.9998982,-89.999504,28.17204480821144
2278722.799424246,155.0,0,3.0000129,-90.005882,28.11110231369145
2293059.819796495,156.0,0,3.0000129,-90.003326,28.11517986747487
2307398.574783154,157.0,0,2.9999173,-90.002052,28.13131527624596
2321736.24676182,158.0,0,3.0000129,-90.005241,28.19675594798107
2336070.615314387,159.0,0,2.9999938,-89.999504,28.1843737095002
2350407.032483015,160.0,0,3.0000701,-90.000778,28.11749240999308
2364742.203043215,161.0,0,3.000051,-90.001419,28.13266097149278
2379071.585957564,162.0,0,3.0000701,-90.006516,28.02904832670507
2393393.710817855,163.0,0,3.0000701,-89.998863,28.02666619276389
2407714.980869021,164.0,0,3.000051,-90.003326,28.0314845203942
2422038.310735982,165.0,0,2.9999554,-90.003975,28.06430858220461
2436361.626003414,166.0,0,2.9999363,-90.003975,27.99706906914982
2450682.039848596,167.0,0,2.9999938,-90.006516,27.95771642688117
2464999.671674043,168.0,0,2.9999938,-90.000145,27.9222258072052
2479319.290513068,169.0,0,3.0000701,-90.008438,27.916379161015
2493636.396332428,170.0,0,3.0000701,-90.002052,27.9522585141008
2507949.287720986,171.0,0,2.9999363,-90.002052,27.94183404445098
2522259.692890767,172.0,0,2.9999554,-90.002052,27.87028859536318
2536567.644640744,173.0,0,3.0000319,-90.009071,27.82689051002841
2550871.268757705,174.0,0,3.0000701,-90.000778,27.78528172213831
2565172.996459006,175.0,0,3.0001273,-90.005882,27.75411166252054
2579483.651230007,176.0,0,2.9999938,-90.003326,27.89998966783437
2593788.489955876,177.0,0,2.9999938,-89.99823,27.86395784282346
2608089.346850671,178.0,0,3.0000319,-90.003326,27.78066352831392
2622390.248346352,179.0,0,3.0000319,-90.005241,27.77488194970451
2636692.182249382,180.0,0,3.0001273,-90.005882,27.73808568953583
2650991.668134004,181.0,0,2.9999938,-90.005882,27.72747613547215
2665292.873232432,182.0,0,3.0000892,-90.002052,27.80459320314533
2679585.219463393,183.0,0,2.9999554,-90.004608,27.79958310385429
2693872.925457284,184.0,0,3.0000319,-89.997589,27.72833135365596
2708163.782676041,185.0,0,2.9999173,-90.007156,27.67733768745419
2722454.861495905,186.0,0,3.0000892,-90.009071,27.66823668495476
2736749.690746602,187.0,0,2.9999938,-89.99823,27.70282779149328
2751046.995612946,188.0,0,2.9999938,-90.003326,27.82278383743833
2765354.457357943,189.0,0,3.000051,-90.002052,27.85994039086622
2779656.75386419,190.0,0,2.9999173,-89.995674,27.80011813641232
2793963.000599818,191.0,0,3.0000319,-90.004608,27.75260235787836
2808257.313643016,192.0,0,3.000051,-90.007797,27.7520589996151
2822556.891927853,193.0,0,3.0000129,-90.005882,27.7155718407585
2836846.795136888,194.0,0,3.0001466,-90.002052,27.79909324607004
2851146.779024445,195.0,0,3.0000319,-90.002693,27.78767769422701
2865445.901905373,196.0,0,3.0000319,-90.001419,27.55868549024623
2879731.248681774,197.0,0,3.0000129,-90.007156,27.50134457015653
2894012.386425495,198.0,0,3.0000129,-90.000145,27.38703986777587
2908283.529890783,199.0,0,3.0001466,-90.005241,27.29571738707691
2922554.985759474,200.0,0,2.9999938,-90.003975,27.46615036786396
2936831.846270107,201.0,0,2.9999554,-90.006516,27.49224010614612
