Frequency(Hz),IC(Re),IC(-Im)
3601.0836,43406.434,-3125.299
3570.5659,43508.487,-2991.208
3540.0483,43503.609,-2948.528
3509.5306,43391.836,-2921.461
3479.013,43494.061,-2816.419
3448.4953,43453.744,-2874.043
3417.9777,43484.791,-2666.562
3387.46,43483.347,-2697.661
3356.9423,43547.069,-2608.102
3326.4247,43435.773,-2541.028
3295.907,43541.431,-2445.197
3265.3894,43534.078,-2404.706
3234.8717,43639.851,-2364.567
3204.354,43597,-2299.617
3173.8364,43557.325,-2330.566
3143.3187,43553.337,-2314.773
3112.8011,43688.749,-2203.131
3082.2834,43652.386,-2094.051
3051.7658,43574.296,-2138.22
3021.2481,43641.776,-2150.274
2990.7304,43673.719,-2062.222
2960.2128,43670.135,-1927.474
2929.6951,43773.384,-1907.301
2899.1775,43769.93,-1902.702
2868.6598,43730.963,-1773.568
2838.1422,43656.491,-1754.532
2807.6245,43759.984,-1762.184
2777.1068,43721.233,-1708.694
2746.5892,43789.273,-1565.173
2716.0715,43821.802,-1610.638
2685.5539,43851.277,-1471.49
2655.0362,43774.133,-1483.511
2624.5186,43877.973,-1434.523
2594.0009,43875.204,-1329.989
2563.4832,43872.503,-1289.91
2532.9656,43905.423,-1228.73
2502.4479,43867.311,-1147.562
2471.9303,43935.913,-1113.616
2441.4126,43965.903,-1113.476
2410.895,43963.543,-926.273
2380.3773,44032.331,-897.905
2349.8596,43923.497,-900.636
2319.342,44027.953,-791.211
2288.8243,43987.204,-823.317
2258.3067,44056.249,-702.258
2227.789,44054.302,-634.502
2197.2713,44159.003,-650.573
2166.7537,44050.616,-578.941
2136.236,44152.305,-482.86
2105.7184,44186.151,-467.302
2075.2007,44149.028,-366.558
2044.6831,44183.011,-316.877
2014.1654,44284.94,-322.116
1983.6477,44283.541,-264.953
1953.1301,44424.255,-276.043
1937.8713,44283.15,-164.381
1922.6124,44316.462,-146.34
1907.3536,44352.947,-137.743
1892.0948,44353.939,-89.611
1876.8359,44354.95,-61.696
1861.5771,44388.329,-40.088
1846.3183,44318.352,-55.729
1831.0595,44390.439,-18.484
1815.8006,44427.033,-8.774
1800.5418,44424.968,66.064
1785.283,44461.598,99.185
1770.0241,44462.734,149.128
1754.7653,44460.72,140.036
1739.5065,44497.403,154.813
1724.2477,44463.08,214.053
1708.9888,44535.315,223.076
1693.73,44533.368,210.581
1678.4712,44534.611,313.522
1663.2123,44500.358,302.433
1647.9535,44533.977,268.987
1632.6947,44570.789,344.88
1617.4359,44533.414,359.293
1602.177,44605.774,371.234
1586.9182,44603.945,440.857
1571.6594,44605.315,426.72
1556.4005,44674.546,481.359
1541.1417,44640.439,472.496
1525.8829,44677.377,559.91
1510.6241,44675.633,512.167
1495.3652,44748.122,608.739
1480.1064,44781.924,583.745
1464.8476,44854.451,716.388
1449.5887,44784.939,758.587
1434.3299,44818.793,780.755
1419.0711,44855.861,752.481
1403.8122,44928.467,822.431
1388.5534,44855.824,826.286
1373.2946,44928.465,873.486
1358.0358,44926.888,863.466
1342.7769,44964.05,942.855
1327.5181,44965.715,914.587
1312.2593,44964.189,985.589
1297.0004,45036.926,989.512
1281.7416,45035.434,1008.902
1266.4828,45072.691,1042.239
1251.224,45038.929,1058.375
1235.9651,45144.045,1139.923
1220.7063,45181.361,1098.898
1205.4475,45144.434,1137.713
1190.1886,45181.786,1164.399
1174.9298,45219.16,1215.509
1159.671,45253.324,1215.473
1144.4122,45255.214,1263.256
1129.1533,45289.413,1297.63
1113.8945,45326.863,1283.255
1098.6357,45290.053,1324.29
1083.3768,45327.54,1367.641
1068.118,45400.572,1413.217
1052.8592,45399.335,1407.628
1037.6004,45436.882,1454.318
1022.3415,45506.728,1483.143
1007.0827,45544.317,1473.218
991.8239,45539.895,1511.928
976.565,45613.044,1536.421
968.9356,45576.95,1561.934
961.3062,45618.423,1575.461
953.6768,45617.862,1617.631
946.0474,45620.563,1622.168
938.418,45616.752,1627.584
930.7886,45658.253,1607.81
923.1591,45696.505,1673.421
915.5297,45692.701,1675.503
907.9003,45695.429,1676.713
900.2709,45730.431,1660.038
892.6415,45733.171,1725.654
885.0121,45732.649,1715.641
877.3827,45770.935,1717.965
869.7532,45805.957,1724.609
862.1238,45773.182,1770.246
854.4944,45808.215,1741.352
846.865,45846.528,1790.325
839.2356,45846.031,1794.748
831.6062,45848.815,1799.299
823.9768,45919.41,1838.154
816.3473,45922.208,1840.487
808.7179,45921.728,1806.035
801.0885,45960.081,1855.021
793.4591,45959.61,1867.22
785.8297,45962.428,1867.335
778.2003,45997.513,1885.089
770.5709,46035.893,1931.863
762.9414,46035.439,1904.072
755.312,46109.382,1938.629
747.6826,46108.937,1946.387
740.0532,46147.345,1952.063
732.4238,46182.461,1965.377
724.7944,46149.776,1979.943
717.165,46220.457,1981.035
709.5355,46223.338,2025.604
701.9061,46258.475,2005.586
694.2767,46261.368,2043.492
686.6473,46260.958,2019.028
679.0179,46331.667,2071.235
671.3885,46334.578,2056.919
663.7591,46369.74,2082.46
656.1296,46372.663,2090.37
648.5002,46407.836,2093.687
640.8708,46446.335,2126.049
633.2414,46445.955,2141.591
625.612,46445.579,2130.46
617.9826,46519.661,2160.604
610.3532,46522.622,2158.518
602.7237,46554.496,2193.912
595.0943,46557.468,2164.042
587.4649,46631.584,2215.311
579.8355,46631.234,2185.283
572.2061,46669.797,2230.999
564.5767,46669.456,2233.206
556.9473,46708.032,2254.472
549.3178,46743.274,2242.228
541.6884,46778.519,2283.343
534.059,46778.196,2273.322
526.4296,46816.799,2287.922
518.8002,46855.412,2292.518
511.1708,46890.679,2308.067
503.5414,46925.951,2341.406
495.9119,46929.007,2337.111
488.2825,47035.448,2412.701
484.4678,47003.086,2401.747
480.6531,46999.576,2412.686
476.8384,47002.795,2406.18
473.0237,47038.233,2423.963
469.209,47044.824,2404.286
465.3943,47076.9,2419.674
461.5796,47076.759,2435.235
457.7649,47115.576,2466.54
453.9502,47115.438,2435.395
450.1354,47118.674,2440.011
446.3207,47154.126,2431.107
442.506,47153.991,2473.36
438.6913,47192.824,2460.184
434.8766,47192.692,2469.075
431.0619,47231.532,2455.897
427.2472,47266.994,2489.259
423.4325,47266.865,2482.578
419.6178,47270.121,2484.974
415.8031,47269.994,2469.394
411.9884,47308.851,2511.837
408.1737,47344.323,2500.706
404.359,47344.2,2520.723
400.5443,47347.468,2516.447
396.7295,47382.946,2527.565
392.9148,47386.219,2509.939
389.1001,47421.702,2536.634
385.2854,47424.98,2516.782
381.4707,47460.467,2561.281
377.656,47460.352,2536.797
373.8413,47534.85,2548.099
370.0266,47570.343,2539.192
366.2119,47570.23,2583.694
362.3972,47609.135,2546.038
358.5825,47609.025,2552.709
354.7678,47647.938,2568.466
350.9531,47683.441,2612.974
347.1384,47683.334,2552.875
343.3236,47722.258,2588.665
339.5089,47722.153,2593.111
335.6942,47761.085,2615.552
331.8795,47760.982,2579.93
328.0648,47796.497,2602.184
324.2501,47799.821,2604.592
320.4354,47835.341,2617.943
316.6207,47870.861,2613.485
312.806,47874.194,2615.894
308.9913,47909.719,2611.436
305.1766,47945.245,2658.183
301.3619,47948.588,2631.651
297.5472,47984.119,2631.646
293.7325,48019.65,2640.546
289.9177,48023.002,2660.77
286.103,48058.538,2640.726
282.2883,48097.522,2656.497
278.4736,48133.064,2643.132
274.6589,48168.606,2672.075
270.8442,48136.344,2645.539
267.0295,48207.521,2667.803
263.2148,48207.439,2661.118
259.4001,48246.446,2690.256
255.5854,48281.998,2676.889
251.7707,48317.552,2679.112
247.956,48320.938,2668.164
244.1413,48392.132,2708.249
242.2339,48392.094,2706.02
240.3266,48395.526,2712.894
238.4192,48431.126,2692.845
236.5118,48434.561,2684.126
234.6045,48434.524,2699.717
232.6971,48470.128,2708.625
230.7898,48470.092,2699.713
228.8824,48473.531,2724.408
226.9751,48509.138,2708.813
225.0677,48509.103,2711.039
223.1604,48548.191,2709.003
221.253,48548.157,2702.318
219.3457,48551.604,2704.738
217.4383,48587.217,2713.648
215.531,48587.183,2715.874
213.6236,48626.284,2736.12
211.7162,48626.251,2727.205
209.8089,48626.218,2722.747
207.9015,48661.835,2713.833
205.9942,48700.945,2707.341
204.0868,48700.913,2727.394
202.1795,48700.881,2742.99
200.2721,48704.343,2716.444
198.3648,48739.966,2734.269
196.4574,48775.59,2734.268
194.5501,48779.058,2738.919
192.6427,48814.685,2727.775
190.7354,48814.655,2727.773
188.828,48853.787,2736.882
186.9207,48853.757,2741.338
185.0133,48925.047,2736.879
183.1059,48928.528,2750.447
181.1986,48964.162,2728.156
179.2912,48964.134,2745.986
177.3839,49003.283,2741.723
175.4765,49003.255,2735.034
173.5692,49038.893,2732.804
171.6618,49042.384,2735.228
169.7545,49078.024,2735.226
167.8471,49113.665,2753.058
165.9398,49117.163,2744.337
164.0324,49152.807,2757.711
162.1251,49152.781,2730.958
160.2177,49188.425,2728.727
158.3103,49227.602,2755.676
156.403,49227.577,2746.756
154.4956,49263.225,2742.296
152.5883,49266.736,2758.099
150.6809,49302.387,2742.49
148.7736,49338.037,2746.948
146.8662,49338.014,2738.028
144.9589,49377.209,2727.074
143.0515,49412.864,2733.762
141.1442,49412.841,2753.829
139.2368,49452.045,2751.796
137.3295,49487.703,2749.565
135.4221,49487.681,2740.643
133.5148,49526.894,2754.22
131.6074,49562.556,2743.068
129.7,49562.535,2736.376
127.7927,49598.196,2738.605
125.8853,49637.422,2743.262
123.978,49673.086,2738.8
122.0706,49673.067,2738.799
120.1633,49747.988,2750.147
118.2559,49747.969,2741.224
116.3486,49783.637,2738.992
114.4412,49822.883,2725.804
112.5339,49858.555,2741.417
110.6265,49894.227,2748.108
108.7192,49933.484,2739.382
106.8118,49933.467,2734.919
104.9044,49969.142,2734.918
102.9971,50004.817,2725.994
101.0897,50044.087,2739.575
99.1824,50079.765,2712.803
97.275,50115.444,2721.726
95.3677,50154.725,2708.534
93.4603,50190.407,2719.688
91.553,50261.787,2728.612
89.6456,50333.167,2710.762
87.7383,50372.467,2710.956
85.8309,50408.153,2702.031
83.9236,50443.839,2679.717
82.0162,50479.525,2704.26
80.1089,50518.84,2682.14
78.2015,50590.232,2675.445
76.2941,50625.922,2682.138
74.3868,50665.251,2680.099
72.4794,50736.649,2666.709
70.5721,50772.342,2655.551
68.6647,50843.741,2635.466
66.7574,50883.089,2655.74
64.85,50954.493,2628.959
62.9427,50990.19,2626.727
61.0353,51065.263,2602.364
59.128,51136.673,2602.364
57.2206,51172.374,2559.958
55.3133,51243.784,2573.349
53.4059,51318.882,2526.66
51.4985,51390.298,2531.124
49.5912,51461.715,2506.571
47.6838,51536.835,2504.519
45.7765,51608.257,2475.5
43.8691,51715.395,2439.784
41.9618,51786.818,2408.533
40.0544,51897.685,2386.383
38.1471,51969.114,2339.503
36.2397,52040.543,2317.179
34.3324,52147.69,2265.835
32.425,52258.592,2216.882
30.5177,52330.027,2185.627
28.6103,52437.182,2120.884
26.703,52548.114,2059.638
24.7956,52691.001,1988.192
22.8882,52762.442,1889.955
20.9809,52905.329,1820.742
19.0735,53052.029,1732.676
17.1662,53194.927,1615.452
15.2588,53302.1,1483.715
13.3515,53413.113,1339.794
11.4441,53591.75,1144.407
9.5368,53734.659,1018.801
7.6294,54199.12,1364.357
5.7221,54377.758,1457.026
3.8147,54631.778,1119.366
1.9074,55132.003,1210.367
0.9537,55489.307,1457.13
0.4768,56029.291,2068.045
0.2384,56998.178,2867.777
0.1192,57975.541,3873.674
0.0596,59287.878,5475.547
0.0298,61083.996,7890.463
0.0149,63676.002,11430.864
