time/s,cycle number,ox/red,Capacity/mA.h
3083616.774880838,209.0,0,28.48703189574179
3097447.751362981,210.0,0,28.48844941784545
3111274.195610698,211.0,0,28.47278013365856
3125098.514242202,212.0,0,28.33786239045632
3138915.777219381,213.0,0,28.28042027758158
3152725.248336845,214.0,0,28.23314836041265
3166534.695854805,215.0,0,28.2819302828886
3180346.495589343,216.0,0,28.25469804706275
3194158.289322264,217.0,0,28.24268008849968
3207963.266005021,218.0,0,28.14550315861847
3221763.176847935,219.0,0,28.11711940466222
3235561.821079887,220.0,0,28.05614049800747
3249364.250543655,221.0,0,28.09132057452902
3263162.452574044,222.0,0,28.07433904109105
3276962.005014823,223.0,0,28.05477122176654
3290752.737588424,224.0,0,27.98845443490135
3304545.276174337,225.0,0,27.9063078288909
3318331.814713888,226.0,0,27.86013346550746
3332110.708995804,227.0,0,27.80546336273154
3345888.230666921,228.0,0,27.86266894215649
3359669.309963133,229.0,0,27.85311098247021
3373448.880051777,230.0,0,27.81317574556519
3387227.239529457,231.0,0,27.6756042305243
3400991.22989516,232.0,0,27.62700764437062
3414757.023274701,233.0,0,27.57035050688682
3428513.345183305,234.0,0,27.62751685483337
3442277.030549817,235.0,0,27.60820774445006
3456040.495312616,236.0,0,27.61819461587865
3469802.175061882,237.0,0,27.47034483787072
3483556.863356538,238.0,0,27.3980763281869
3497303.183389157,239.0,0,27.34561163571
3511048.3022094,240.0,0,27.30777808055243
3524791.889819279,241.0,0,27.32382278864883
3538535.353229739,242.0,0,27.31935979986829
3552279.259243447,243.0,0,27.2208573398569
3566012.463774368,244.0,0,27.15749314246752
3579744.922098473,245.0,0,27.10061989841971
3593471.185175687,246.0,0,27.04332607022981
3607199.308066551,247.0,0,27.03746937673105
3620923.180526868,248.0,0,27.01605813064445
3634644.382365152,249.0,0,26.94096088413197
3648363.889390007,250.0,0,26.88618639059703
3662072.116329499,251.0,0,26.80971960249796
3675780.2588672,252.0,0,26.8004329690255
3689487.441397488,253.0,0,26.83367041922547
3703198.916959196,254.0,0,26.81773201967198
3716908.738909058,255.0,0,26.75928866507045
3730608.264579676,256.0,0,26.61954218521456
3744304.696025733,257.0,0,26.58488924698509
3757996.903438583,258.0,0,26.50391371235826
3771686.33122953,259.0,0,26.55196807796986
3785380.542659141,260.0,0,26.53124983286326
3799072.760673217,261.0,0,26.49181295653152
3812759.638846666,262.0,0,26.39309574319667
3826442.505587837,263.0,0,26.30797889162951
3840118.312072877,264.0,0,26.24218605440561
3853799.607799165,265.0,0,26.23031456557632
3867480.1607209,266.0,0,26.23188661849127
3881155.784003872,267.0,0,26.16993537669079
3894827.758657694,268.0,0,26.10834774114866
3908494.113068752,269.0,0,25.95573060812799
3922154.629834369,270.0,0,25.8971014759449
3935814.394192204,271.0,0,25.81580970318215
3949471.919533312,272.0,0,25.86710793405744
3963128.095462672,273.0,0,25.80261514926655
3976782.562379863,274.0,0,25.73201171142237
3990434.829280682,275.0,0,25.63669432736249
4004080.78012991,276.0,0,25.53428303671942
4017722.131746992,277.0,0,25.43612462147946
4031368.310197227,278.0,0,25.45226550551773
4045010.913022146,279.0,0,25.35970388127774
4058643.943772703,280.0,0,25.30349218116764
4072278.212131426,281.0,0,25.20501375767053
4085914.306301821,282.0,0,25.11895847547322
4099540.932600766,283.0,0,25.02950190933993
4113164.31967283,284.0,0,24.91924286273028
4126787.920348421,285.0,0,24.92277804907017
4140414.491241973,286.0,0,24.83152399072689
4154035.294090163,287.0,0,24.70925624960158
4167650.477496251,288.0,0,24.57876641069203
4181263.315078728,289.0,0,24.47793214841928
4194870.485423893,290.0,0,24.34909015958665
4208478.043287959,291.0,0,24.28351765449397
4222081.61590337,292.0,0,24.23457238589777
4235683.191494182,293.0,0,24.15281864508227
4249283.208265826,294.0,0,24.00251563166212
4263111.211233899,295.0,0,23.48669993010964
4276714.945242915,296.0,0,23.49390394462461
4290306.348101139,297.0,0,23.53366904889337
4304159.047332354,298.0,0,22.97795005922106
4318027.630029306,299.0,0,22.56542807880994
4331901.452993281,300.0,0,21.94664664262345
4345692.509144101,301.0,0,21.32296125905352
4359442.600911908,302.0,0,20.86795194406931
4373116.369271666,303.0,0,20.60398579217573
4386713.638191238,304.0,0,20.1860366970715
4400193.698412701,305.0,0,19.875842987498
4413598.961563732,306.0,0,19.56901378337056
4426950.41392988,307.0,0,19.02362976370828
4440149.441622239,308.0,0,18.68982672593943
4453288.464250602,309.0,0,18.29998337199615
4466362.132899866,310.0,0,18.10581151824104
4479381.71768485,311.0,0,17.80600468506157
4492306.413125515,312.0,0,17.36744941084966
4505155.105646573,313.0,0,17.08020478000555
4517912.721051618,314.0,0,16.76806986018626
4530597.101168416,315.0,0,16.43290010293534
4543218.2597076,316.0,0,16.22770601960161
4555817.51277962,317.0,0,16.11958933517158
4568393.318963736,318.0,0,15.90932834200246
4580905.843182117,319.0,0,15.69637002745864
4593356.618041568,320.0,0,15.38890868178558
4605739.219671473,321.0,0,15.17638902697668
4618076.17073895,322.0,0,14.95240119076071
4630365.517428905,323.0,0,14.77994057848908
4642641.14654921,324.0,0,14.7251250475413
4654895.499008982,325.0,0,14.56963772334544
4667118.79869014,326.0,0,14.44499762154856
